id,name,host_id,host_name,host_is_superhost,host_neighbourhood,host_listings_count,host_total_listings_count,host_identity_verified,neighbourhood_cleansed,neighbourhood_group,city,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,price,minimum_nights,maximum_nights,number_of_reviews,reviews_per_month
27907480,Private Bedroom in Brand New Fraser Condo,8639234,Karina,f,Riley Park,4,4,f,Riley Park,,Vancouver,49.25289,-123.09162,Condominium,Private room,2,1,1,1,$79.00,3,1125,0,
27913359,Private Bedroom in Vancouver Downtown,185447522,Uira,t,Downtown Vancouver,10,10,f,Downtown,,Vancouver,49.27949,-123.10939,Condominium,Private room,2,1,1,1,$140.00,2,30,58,4.62
27926026,Peaceful Room in Holistic Home,5452811,Sherry,f,Dunbar-Southlands,2,2,t,Dunbar Southlands,,Vancouver,49.25529,-123.18395,House,Private room,2,1,1,1,$90.00,1,90,43,3.32
27930845,"Modern, family friendly Vancouver apartment",28923751,Sarah Jane,f,Kensington-Cedar Cottage,1,1,f,Kensington-Cedar Cottage,,Vancouver,49.24134,-123.07041,Condominium,Entire home/apt,6,1.5,3,3,$124.00,2,30,2,0.23
27933466,**New & Improved** WestSide Loft :: Guest Home,19554614,Jen,f,South Cambie,3,3,f,Shaughnessy,,Vancouver,49.25116,-123.12748,Guesthouse,Entire home/apt,4,1,1,2,$195.00,2,1125,55,4.23
27934128,Cozy sanctuary near ocean in the heart of Kits!,105608504,Margaret,f,Kitsilano,1,1,f,Kitsilano,,Vancouver,49.26834,-123.1813,Apartment,Entire home/apt,2,1,1,1,$150.00,1,30,9,0.71
27937242,New executive suite in heart of Gastown,6773625,Sasha,t,Gastown,4,4,t,Downtown Eastside,,Vancouver,49.2835,-123.10721,Condominium,Entire home/apt,4,2,2,2,$175.00,90,1125,3,0.33
27957641,Large Private Room in a Charming Arbutus House,211172557,Sally,f,Shaughnessy,1,1,f,Shaughnessy,,Vancouver,49.23773,-123.1482,House,Private room,2,1,1,1,$90.00,2,4,9,0.74
27961829,Spacious 4Bed Home - Famous Cherry Blossom Street!,44954942,Ho Por,f,Hastings-Sunrise,1,1,f,Hastings-Sunrise,,Vancouver,49.26989,-123.03485,House,Entire home/apt,8,3,4,4,$301.00,2,1125,35,3.51
27968237,Ontario house on the bike path...... Purple room,84106538,Tony,t,Marpole,2,2,f,Marpole,,Vancouver,49.21601,-123.10762,House,Private room,2,1,1,1,$95.00,2,15,28,2.25
27981581,Best location Airport & DT 10 min by skytrain,5438862,William,t,Oakridge,5,5,t,Oakridge,,Vancouver,49.23087,-123.11199,House,Private room,1,1,1,1,$56.00,2,1125,45,3.59
27985316,Cozy 2 Bedroom Suite,55299835,Ben (Gobinder),t,Riley Park,1,1,t,Riley Park,,Vancouver,49.25405,-123.09734,Guest suite,Entire home/apt,5,1,2,2,$200.00,3,28,37,2.95
28008912,Modern Marvel currently discounted special rates,190357095,Sam,f,Fraserview,1,1,f,Sunset,,Vancouver,49.22203,-123.08918,House,Entire home/apt,8,2,3,4,$299.00,2,90,24,1.88
28015083,Brand new studio,199522532,Peter,f,,1,1,f,Riley Park,,Vancouver,49.23807,-123.09633,Apartment,Entire home/apt,2,1,0,1,$119.00,3,1125,4,0.35
28032949,"TowByCar - Meet Hunter, Our 1972 Boler",208280876,Kelly,f,,1,1,f,Sunset,,Vancouver,49.21618,-123.08776,Camper/RV,Private room,2,1,1,1,$79.00,2,1125,0,
28049283,Bright New Townhouse with Panoramic Rooftop Patio,6662934,Katherine,t,Mount Pleasant,1,1,t,Mount Pleasant,,Vancouver,49.25713,-123.09634,Townhouse,Entire home/apt,6,2,3,3,$399.00,2,31,49,3.87
28053100,Modern Private Flat in Charming Main/Fraser ‘Hood,12093716,Erin,t,Riley Park,1,1,t,Riley Park,,Vancouver,49.2442,-123.09408,Guest suite,Entire home/apt,2,1,1,1,$124.00,2,60,53,4.15
28053875,"*Modern 3 bed Home in Van,Near Downtown & Burnaby*",70560246,Alex,f,Killarney,1,1,t,Killarney,,Vancouver,49.23007,-123.04709,House,Entire home/apt,7,2,3,4,$250.00,1,1125,59,4.65
28055256,3 bedroom family home in trendy Mount Pleasant.,108059673,Christina,t,Riley Park,3,3,f,Riley Park,,Vancouver,49.25459,-123.09946,House,Entire home/apt,6,2,3,3,$199.00,2,90,23,2.47
28056987,West Point Grey Condo,211938155,Nicholas,f,Point Grey/University of British Columbia,1,1,f,West Point Grey,,Vancouver,49.26517,-123.20363,Condominium,Entire home/apt,4,1,2,2,$121.00,30,90,0,
28071576,Comfortable loft in heart of  downtown,131066218,Vincent,f,,2,2,t,Downtown,,Vancouver,49.27953,-123.12256,Loft,Entire home/apt,3,1,1,1,$83.00,2,1125,26,2.03
28075422,ECLECTIC Vancouver Guest Room,204792521,Susie,f,Renfrew-Collingwood,2,2,f,Renfrew-Collingwood,,Vancouver,49.23862,-123.05801,Guest suite,Entire home/apt,2,1,1,2,$110.00,2,1125,20,1.58
28083134,Cozy Cambie Village Home,137334275,Kai,f,Fairview,1,1,f,Fairview,,Vancouver,49.25938,-123.11624,Condominium,Entire home/apt,2,1,1,1,$119.00,30,1124,0,
28086039,Cosy 2 Bedroom lower-level Suite - Sleeps 3!,212169049,Shurman,f,,1,1,t,Hastings-Sunrise,,Vancouver,49.27111,-123.03526,Apartment,Entire home/apt,3,1,2,2,$110.00,2,1125,20,2.17
28105162,"Modern, bright 2-Bed Townhouse near Commercial Dr!",212302669,Linda,t,Commercial Drive,1,1,f,Grandview-Woodland,,Vancouver,49.27094,-123.07373,Townhouse,Entire home/apt,3,1.5,2,3,$245.00,3,29,21,1.86
28105954,Luxurious getaway in the heart of Vancouver,39942659,Aarun,t,Downtown Vancouver,1,1,t,Downtown,,Vancouver,49.27835,-123.10962,Apartment,Private room,2,1,1,1,$150.00,2,60,38,3.04
28107117,Royal Crown,86609984,Kkk,f,Arbutus Ridge,1,1,f,Arbutus Ridge,,Vancouver,49.24829,-123.15597,Apartment,Entire home/apt,4,1.5,2,2,$250.00,1,1125,9,0.71
28110269,The Kensington Park House - Quick to downtown,212346198,Sarah,f,Fraserview,1,1,f,Victoria-Fraserview,,Vancouver,49.23045,-123.06774,House,Entire home/apt,6,1.5,3,3,$199.00,2,1125,32,2.73
28111967,Downtown Heart+stunning view+1.5 bedroom apt,36238476,Rachel,t,Downtown Vancouver,0,0,t,Downtown,,Vancouver,49.27894,-123.12096,Condominium,Entire home/apt,4,1,2,3,$200.00,30,150,0,
28112516,Vancouver Kitsilano Townhome,212364797,Angela,f,,1,1,t,Kitsilano,,Vancouver,49.2701,-123.15816,Townhouse,Entire home/apt,5,1,2,3,$301.00,3,30,51,4.15
28127771,"Quiet character home: 110"" tv & putting green!",19814452,Matthew,f,Fraserview,1,1,t,Sunset,,Vancouver,49.21951,-123.08224,House,Entire home/apt,8,2,3,4,$115.00,5,30,10,0.87
28127976,Best of Vancouver - 1 Bed In Great Location!,159525966,Brock,f,,1,1,f,Downtown,,Vancouver,49.27382,-123.12831,Apartment,Entire home/apt,2,1,1,1,$200.00,2,1125,12,4.14
28133784,Cosy and spacious townhouse downtown (West End),212504336,Guy,t,West End,3,3,f,West End,,Vancouver,49.28284,-123.12684,Condominium,Entire home/apt,4,1,1,3,$167.00,28,1125,4,0.49
28136866,Downtown Heart*Parking*Stunning View *1.5 BR apt,36238476,Rachel,t,Downtown Vancouver,0,0,t,Downtown,,Vancouver,49.28165,-123.11936,Apartment,Entire home/apt,4,1,2,3,$287.00,3,1125,20,1.65
28137681,Nice House in Vancouver,202618978,Ronaldo,f,Renfrew-Collingwood,4,4,t,Renfrew-Collingwood,,Vancouver,49.25119,-123.04671,House,Private room,1,1,1,1,$34.00,1,28,72,6.79
28138780,Surf Shack @ The 420 Friendly Ganja Yoga Retreat!,10527114,David,t,Mount Pleasant,6,6,t,Mount Pleasant,,Vancouver,49.26507,-123.10987,Tiny house,Private room,2,1,1,1,$56.00,30,1125,1,0.56
28151029,"Eclectic East Village, Modern / Heritage  home.",525761,Diane,f,Grandview-Woodland,2,2,f,Grandview-Woodland,,Vancouver,49.27844,-123.0645,House,Entire home/apt,4,1,1,1,$150.00,7,30,0,
28154661,Downtown Vancouver - 2 Bedroom and Parking (R1),23977001,Emma,t,Downtown Vancouver,10,10,t,Downtown,,Vancouver,49.27688,-123.11652,Condominium,Entire home/apt,3,1,2,2,$130.00,30,1125,4,0.34
28158525,"spacious room,8mins to YVR, easy to DT, free pk #2",146948242,Wendy,t,Marpole,5,5,t,Marpole,,Vancouver,49.21575,-123.14241,House,Private room,3,1,1,2,$70.00,1,2,106,8.32
28159705,"Cozy Suite w/Private  Bath&Entry, Central Location",212699586,Jin,t,,1,1,f,Kensington-Cedar Cottage,,Vancouver,49.25296,-123.08315,Townhouse,Private room,2,1,1,1,$99.00,2,30,39,4.47
28161504,Cozy bedroom in a historical home by the beach,5132321,Tam,t,Kitsilano,2,2,f,Kitsilano,,Vancouver,49.2723,-123.16348,House,Private room,1,1,1,1,$99.00,1,1125,23,1.81
28164274,Amazing 1BR for a couple with a rooftop pool,15882368,Alesya,f,,1,1,t,West End,,Vancouver,49.28074,-123.13443,Apartment,Entire home/apt,2,1,1,1,$350.00,1,1124,65,5.48
28179761,Modern Luxurious Escape in Vancouver,212837705,Sandra,t,Renfrew-Collingwood,1,1,f,Renfrew-Collingwood,,Vancouver,49.25155,-123.03391,Apartment,Entire home/apt,8,1.5,3,4,$250.00,2,1125,60,4.9
28181214,Guest House-1 Convenient to Downtown,211140738,Cora,f,,13,13,f,Riley Park,,Vancouver,49.25358,-123.09074,House,Private room,2,1,1,1,$85.00,3,1125,2,0.16
28181542,Guest House-3 Convenient to Downtown,211140738,Cora,f,,13,13,f,Riley Park,,Vancouver,49.25421,-123.08996,House,Private room,2,1,1,1,$85.00,3,1125,4,0.33
28184669,"Popular ""The Drive"" area! Close to skytrain",212876013,Phyllis,t,Commercial Drive,1,1,t,Grandview-Woodland,,Vancouver,49.26564,-123.06799,Guest suite,Entire home/apt,6,1,2,3,$144.00,1,60,69,5.77
28185781,Bright suite!  Large private parking!,212885570,Lauren,t,Mount Pleasant,1,1,f,Mount Pleasant,,Vancouver,49.26133,-123.08524,Guest suite,Entire home/apt,8,1,3,4,$159.00,1,90,83,6.97
28195730,Guest House-2 Convenient to Downtown,211140738,Cora,f,,13,13,f,Riley Park,,Vancouver,49.2543,-123.09002,House,Private room,2,1,1,1,$85.00,3,1125,9,0.74
28205271,Downtown modern clean one bedroom,48432437,Michelle,f,,5,5,t,Downtown Eastside,,Vancouver,49.27978,-123.09808,Apartment,Entire home/apt,4,1,1,2,$250.00,1,1125,17,1.34
28207765,OCEAN and MOUNTAIN VIEW,7704707,Charles,f,Kitsilano,1,1,t,Kitsilano,,Vancouver,49.27112,-123.15895,Apartment,Entire home/apt,2,1,1,1,$90.00,30,90,5,0.6
28208358,NEAR DOWNTOWN :  PRIVATE suite -*women/students,207470540,Mee Leng,f,Riley Park,4,4,f,Riley Park,,Vancouver,49.23522,-123.10989,Bungalow,Private room,2,1,1,1,$78.00,2,1125,11,2.37
28210065,Cozy 1bed Suite by Playland in East Vancouver,20675391,Janice,f,Hastings-Sunrise,1,1,t,Hastings-Sunrise,,Vancouver,49.27631,-123.03392,Guest suite,Entire home/apt,2,1,1,1,$75.00,2,1125,101,8.15
28220710,Cosy Loft Room in East Vancouver,207405048,Morgan,f,,2,2,f,Renfrew-Collingwood,,Vancouver,49.23867,-123.04708,House,Private room,2,1,1,1,$60.00,30,1125,5,0.43
28223074,Central Location Private Entrance Suite w QueenBed,66507029,Marco,f,Fraserview,32,32,t,Sunset,,Vancouver,49.23136,-123.07872,House,Entire home/apt,2,1,1,1,$99.00,1,1125,23,1.88
28223261,Vancouver Downtown Ocean Mountain View high rise,956722,Kylie,f,Downtown Vancouver,1,1,f,Downtown,,Vancouver,49.27587,-123.13059,Condominium,Private room,3,1,1,1,$99.00,30,1125,0,
28223592,Close to Coal Harbor/ Amazing 1BR/ Parking,103182937,Philip,f,,1,1,f,West End,,Vancouver,49.28746,-123.12617,Apartment,Entire home/apt,4,1,1,1,$299.00,1,1124,72,5.93
28225699,"Central, Convenient, Clean",213200485,Alisha And Sara,t,Downtown Vancouver,1,1,f,Downtown,,Vancouver,49.28122,-123.1092,Condominium,Entire home/apt,3,1,1,1,$199.00,1,1125,54,4.41
28225952,Close to downtown and restaurants,3153107,Amy,f,Marpole,6,6,t,Marpole,,Vancouver,49.21361,-123.11486,House,Private room,1,1.5,1,1,$79.00,3,90,8,0.65
28228002,Sweet home in the heart of Olympic Village,177934008,Luis,f,Mount Pleasant,2,2,f,Mount Pleasant,,Vancouver,49.26847,-123.10583,Apartment,Entire home/apt,3,1,1,2,$121.00,90,1125,2,0.35
28229609,Brand new 1 BR suite - modern and bright.,81204510,Laura,t,Kensington-Cedar Cottage,1,1,f,Kensington-Cedar Cottage,,Vancouver,49.24237,-123.08086,Guest suite,Entire home/apt,2,1,1,2,$90.00,2,1125,32,2.64
28230803,Stylish Heritage Loft in the Heart of Downtown!,158823097,Andy,f,,1,1,f,Downtown,,Vancouver,49.27618,-123.1189,Loft,Entire home/apt,4,1,1,2,$109.00,2,29,21,1.81
28233949,MEKONG STAR 4*,146383132,Amy,f,Killarney,1,1,f,Killarney,,Vancouver,49.21901,-123.04656,House,Entire home/apt,6,1,3,3,$197.00,1,1125,0,
28247128,"Central Westside location, 7 min. walk to VGH, Gym",213226873,Dolores,f,Fairview,2,2,f,Shaughnessy,,Vancouver,49.25703,-123.12994,House,Private room,2,1.5,1,1,$89.00,3,30,24,2.05
28248701,"Cozy,Quiet 1BR Home 15mins from Downtown Vancouver",213358660,Arlene,t,Renfrew-Collingwood,1,1,f,Renfrew-Collingwood,,Vancouver,49.25205,-123.02422,House,Entire home/apt,4,1,1,1,$130.00,1,1000,11,0.88
28254665,New Single house Vancouver West     温哥华西区中心全新独立别墅,99444399,Terry,f,Kitsilano,0,0,f,Kitsilano,,Vancouver,49.25985,-123.16517,House,Entire home/apt,4,2,2,2,$321.00,1,1125,7,2.84
28256722,Vancouver Special Suite,13480596,Yvette,f,West Hill,3,3,t,Hastings-Sunrise,,Vancouver,49.28979,-123.04252,Guest suite,Entire home/apt,4,1,2,3,$101.00,1,1125,15,1.26
28261377,Sub Penthouse Sophistication in the Heart of all the Action,197838845,Asher,t,Downtown Vancouver,1,1,f,Downtown,,Vancouver,49.28076,-123.12655,Condominium,Entire home/apt,8,2,2,4,$199.00,1,1125,98,7.82
28280735,"8mins to YVR, one bus to downtown, free parking,#1",146948242,Wendy,t,Marpole,5,5,t,Marpole,,Vancouver,49.21687,-123.14135,House,Private room,2,1,1,1,$79.00,1,2,112,8.91
28282137,The Garden Guest Suite / 2 bedrooms Apartment,84017415,Iliana,f,Shaughnessy,4,4,f,Shaughnessy,,Vancouver,49.25421,-123.12773,Guest suite,Entire home/apt,4,1,2,2,$160.00,1,30,49,3.93
28284669,West End Walkup - Little Room,113859003,Rodrigo,t,,4,4,f,West End,,Vancouver,49.2905,-123.13459,Apartment,Private room,1,1,1,1,$69.00,3,30,32,2.67
28287261,Private cozy room in perfect Downtown location,213626792,Juli,t,West End,3,3,t,West End,,Vancouver,49.28294,-123.12549,Condominium,Private room,2,1,1,1,$95.00,1,1125,106,9.06
28287932,Brand New 2-Bedroom East Van Home,3923493,Anna,f,Kensington-Cedar Cottage,1,1,t,Kensington-Cedar Cottage,,Vancouver,49.25198,-123.07251,Townhouse,Entire home/apt,4,2.5,2,2,$199.00,7,124,1,0.12
28288458,Garden Guest Suite / 2 Bedrooms Apartment,84017415,Iliana,f,Shaughnessy,4,4,f,Shaughnessy,,Vancouver,49.25457,-123.12936,Guest suite,Entire home/apt,4,1,2,2,$160.00,1,7,53,4.25
28289281,Downtown Vancouver Get Away,213626792,Juli,t,West End,3,3,t,West End,,Vancouver,49.28392,-123.12502,Condominium,Private room,2,1,1,1,$86.00,1,15,79,8.03
28290422,12 mins Airport or Downtown Vancouver Guest Suite,213652016,Balbir,t,Fraserview,1,1,f,Victoria-Fraserview,,Vancouver,49.22924,-123.05402,Guest suite,Entire home/apt,7,1,2,4,$166.00,2,1125,9,0.75
28309631,MODERN MOUNT PLEASANT 1BR LOFT W/ PARKING,1340389,Susan,f,Downtown Vancouver,11,11,f,Mount Pleasant,,Vancouver,49.26638,-123.09838,Apartment,Entire home/apt,4,1,1,2,$175.00,30,1125,7,0.57
28310773,丽莎旅舍,93972030,Lisa,f,,1,1,t,Marpole,,Vancouver,49.21271,-123.14009,House,Private room,2,1,1,1,$99.00,1,1125,4,0.33
28311114,Lux Room 1 in GreyStone House,206738192,Will,f,Kerrisdale,4,4,t,Kerrisdale,,Vancouver,49.22209,-123.14572,House,Private room,2,1,1,1,$90.00,4,1125,5,0.4
28314042,STUNNING + LUXURIOUS CONDO (parking available),2300898,Jane,f,Downtown Vancouver,4,4,t,Downtown,,Vancouver,49.2789,-123.1081,Condominium,Entire home/apt,5,2,3,3,$250.00,1,30,29,2.4
28315970,Huge Room @ central location. Easy access. Main st,213831661,Lorenzo,f,Riley Park,3,3,f,Riley Park,,Vancouver,49.24533,-123.10119,Apartment,Private room,2,1,1,1,$150.00,1,1125,18,1.5
28317472,Contemporary Vancouver Living On The Park!,2021485,Geoff,t,Downtown Eastside,2,2,t,Downtown Eastside,,Vancouver,49.27792,-123.08442,House,Entire home/apt,4,2,2,2,$200.00,5,30,2,0.23
28318264,Metis - Downtown,4492755,Ares,f,Downtown Vancouver,1,1,t,Downtown,,Vancouver,49.27847,-123.12306,Condominium,Entire home/apt,3,1,1,1,$150.00,2,1125,65,5.36
28320956,Garden Suite w/Private Entrance @ Main & King Ed.,111858301,Ada,t,Riley Park,3,3,t,Riley Park,,Vancouver,49.2495,-123.09774,Guest suite,Entire home/apt,2,1,1,1,$87.00,2,30,52,5.53
28323945,Cozy 2-Bed Family Home with garden paradise!,163369799,Colin,f,Hastings-Sunrise,1,1,t,Hastings-Sunrise,,Vancouver,49.28423,-123.0469,House,Entire home/apt,4,1,2,2,$301.00,2,1125,5,1.36
28331525,Kelly's Green House,213933538,Kelly,t,Riley Park,1,1,f,Riley Park,,Vancouver,49.24997,-123.0968,House,Entire home/apt,4,1,1,2,$150.00,3,1125,49,4.08
28333090,Stylish up to 5 beds with the fantastic views,48014148,James,t,Downtown Vancouver,3,3,t,Downtown Eastside,,Vancouver,49.28026,-123.10963,Condominium,Entire home/apt,8,2,3,5,$299.00,2,35,80,6.47
28334569,Savor Unforgettable City and Mountain Views from the Terrace,42525507,Allison,t,Downtown Eastside,1,1,t,Downtown Eastside,,Vancouver,49.28224,-123.08473,Condominium,Entire home/apt,4,1,1,2,$166.00,2,1125,49,3.98
28340355,Cozy 3BDR Suite near Queen Elizabeth Park,51759019,Jason,f,Riley Park,9,9,f,Riley Park,,Vancouver,49.24694,-123.10552,House,Private room,7,1,3,3,$301.00,2,1024,12,0.98
28345422,Vancouver Special2,156723063,Lan,t,Riley Park,3,3,f,Riley Park,,Vancouver,49.24687,-123.10099,House,Private room,2,1,1,1,$75.00,1,1125,26,2.17
28360535,Centre Downton Vancouver Condominium,126509672,Yue,f,Downtown Vancouver,5,5,f,Downtown,,Vancouver,49.28407,-123.11547,Condominium,Entire home/apt,4,1,1,2,$85.00,30,1125,4,0.41
28362315,A little cozy & cute gem in Vancouver,214141922,Robetty,f,Killarney,1,1,f,Killarney,,Vancouver,49.22711,-123.02648,House,Entire home/apt,2,1,1,1,$114.00,1,1125,12,1.38
28363319,Vancouver Special off Main Street,156723063,Lan,t,Riley Park,3,3,f,Riley Park,,Vancouver,49.24671,-123.10181,House,Private room,2,1,1,1,$75.00,3,30,24,2.05
28364428,Gorgeous executive suite,95217850,Mauricio,f,Downtown Vancouver,16,16,t,Downtown,,Vancouver,49.2788,-123.12069,Condominium,Entire home/apt,4,1,1,1,$121.00,30,1125,4,0.94
28365823,Dunbar (southlands) new house with a 2 bed suite,15775390,Hark,f,Fraserview,2,2,f,Dunbar Southlands,,Vancouver,49.23242,-123.1935,Guest suite,Entire home/apt,4,1,2,2,$150.00,1,1125,27,6.04
28370783,"Cozy suite w/separate entrance, quick access to DT",214197966,Lisa,f,Oakridge,6,6,t,Sunset,,Vancouver,49.22616,-123.10531,House,Entire home/apt,3,1,2,2,$101.00,1,150,22,1.99
28374232,Downtown City Centre  LOCATION Business District,97674864,Anna And Dean,t,,2,2,f,Downtown,,Vancouver,49.2827,-123.11807,Condominium,Entire home/apt,2,1,1,1,$101.00,30,1125,0,
28382347,"Beautiful Master bedroom, quick access to DT & YVR",214197966,Lisa,f,Oakridge,6,6,t,Sunset,,Vancouver,49.22616,-123.10448,House,Private room,2,1,1,1,$65.00,1,1125,21,1.86
28386926,Vancouver Apartment,204648517,Slahadin,f,Downtown Vancouver,1,1,f,Downtown,,Vancouver,49.28161,-123.11876,Apartment,Entire home/apt,4,2,2,2,$200.00,30,180,0,
28387836,Fantastic Loft Townhouse near Gastown & Stadiums!,122773552,Jo,f,Downtown Vancouver,11,11,t,Downtown,,Vancouver,49.2804,-123.11142,Townhouse,Entire home/apt,5,1.5,2,2,$146.00,2,1125,14,1.13
28389248,"Trendy 2brm, sleeps 5, central location, Parking!!",214329483,Tamara,t,,1,1,t,West End,,Vancouver,49.27705,-123.13274,Condominium,Entire home/apt,5,1,2,3,$199.00,1,1125,89,7.28
28390229,Eclectic Two-Bedroom Suite in Victorian Duplex,57488206,Jessi,f,Hastings-Sunrise,4,4,f,Hastings-Sunrise,,Vancouver,49.28227,-123.05627,House,Entire home/apt,4,1,2,2,$105.00,14,31,3,0.27
28404162,Dazzling Sunset Beach Waterview Designer Chic Apt!,4177214,Phillip,f,West End,2,2,f,West End,,Vancouver,49.27705,-123.1339,Condominium,Entire home/apt,4,1,1,2,$301.00,2,1125,48,3.91
28412613,Meg's Place,58880535,Megan,t,Riley Park,1,1,f,Riley Park,,Vancouver,49.2507,-123.10697,Guest suite,Entire home/apt,4,1,1,2,$85.00,3,29,55,4.6
28415508,Vancouver城市屋,84416513,Selina,f,Kerrisdale,2,2,f,Kerrisdale,,Vancouver,49.23271,-123.15471,Apartment,Private room,1,1.5,1,3,$50.00,30,365,0,
28425706,Vancouver House with Large Rooftop Patio,22211906,Aaron,f,Fraserview,1,1,t,Sunset,,Vancouver,49.22671,-123.09441,House,Entire home/apt,6,2,3,2,$250.00,7,25,2,0.97
28431268,"190  ""THE HUB""  Main Street 2 bedroom 2 bath",600607,Bruce,t,Downtown Vancouver,53,53,t,Mount Pleasant,,Vancouver,49.26171,-123.10042,Apartment,Entire home/apt,4,2,2,3,$99.00,180,365,0,
28431516,Stunning 2bed/2bath Downtown Condo With Parking!,80319035,Jenn,t,Downtown Vancouver,2,2,t,Downtown,,Vancouver,49.27729,-123.13009,Condominium,Entire home/apt,5,2,2,2,$240.00,5,120,7,0.73
28436689,Large Modern Cozy Kitsilano Gem close to beach!!,45841913,Mackenzie,t,Kitsilano,3,3,f,Kitsilano,,Vancouver,49.2699,-123.16921,House,Entire home/apt,4,1.5,2,3,$330.00,1,20,28,2.33
28438792,Modern spacious room in central location. Main St,213831661,Lorenzo,f,Riley Park,3,3,f,Riley Park,,Vancouver,49.24717,-123.10192,Apartment,Private room,2,1,1,1,$101.00,1,1125,15,1.25
28443544,Huge room 4 in Greystone House,206738192,Will,f,Kerrisdale,4,4,t,Kerrisdale,,Vancouver,49.22277,-123.14444,House,Private room,5,1,1,3,$140.00,4,1125,10,0.82
28444036,Take Vancouver’s Skytrain from a Historic Home on the Drive.,51547880,Ben,t,Commercial Drive,1,1,f,Grandview-Woodland,,Vancouver,49.2662,-123.06275,Guest suite,Entire home/apt,2,1,1,1,$279.00,3,61,49,3.97
28446375,Lux room 2 with private bath,206738192,Will,f,Kerrisdale,4,4,t,Kerrisdale,,Vancouver,49.22265,-123.14421,House,Private room,2,1,1,1,$101.00,3,1125,4,1.08
28459927,Beautiful Modern Mid Century Clean Designer House,214834352,Lobel,t,Kensington-Cedar Cottage,0,0,f,Kensington-Cedar Cottage,,Vancouver,49.2366,-123.07437,House,Entire home/apt,8,3,4,5,$399.00,2,180,21,2.03
28461281,Best Penthouse in the City! License # (Phone number hidden by Airbnb),213938301,Minna,f,Downtown Vancouver,1,1,f,Downtown,,Vancouver,49.28021,-123.10912,Apartment,Entire home/apt,6,2.5,2,2,$750.00,1,1125,19,2.19
28462085,Vancouver Kits Garden Suite,12907932,Marty,t,Kitsilano,1,1,f,Arbutus Ridge,,Vancouver,49.25771,-123.17502,Guest suite,Entire home/apt,4,1,2,2,$166.00,2,1125,36,2.94
28462644,Brand New Condo with Ocean & Mountain Views,19201130,Stephanie,f,Downtown Eastside,1,1,f,Downtown Eastside,,Vancouver,49.28069,-123.08233,Condominium,Entire home/apt,4,2,2,2,$200.00,5,28,4,0.36
28463030,"BRIGHT, BEAUTIFUL, CENTRAL DOWNTOWN LOCATION",214861415,Stefanie,t,Downtown Vancouver,1,1,f,Downtown,,Vancouver,49.27725,-123.12056,Apartment,Entire home/apt,2,1,1,1,$79.00,30,1125,6,0.62
28463109,FULLY FURNISHED 2 BEDROOM IN THE HEART OF YALETOWN,72217313,Aleya,f,Downtown Vancouver,1,1,f,Downtown,,Vancouver,49.27401,-123.12528,Apartment,Entire home/apt,4,2,2,2,$166.00,90,1125,2,0.91
28463228,YALETOWN private room,53851701,Elia,f,Yaletown,2,2,t,Downtown,,Vancouver,49.27282,-123.11624,Apartment,Private room,2,1,0,1,$50.00,30,1125,3,0.24
28464480,185 Kits Point with garden patio-ok  long term!,600607,Bruce,t,Downtown Vancouver,53,53,t,Kitsilano,,Vancouver,49.27333,-123.1501,Condominium,Entire home/apt,2,1,1,1,$75.00,31,120,0,
28466218,Great Location Great Apartment Great Reviews,214851892,Janet,t,Downtown Vancouver,1,1,f,Downtown,,Vancouver,49.28014,-123.12311,Condominium,Entire home/apt,2,1,1,1,$200.00,1,1125,108,9.05
28470992,Modern Garden Suite in the Heart of Vancouver,3731102,Karen,t,Downtown Vancouver,2,2,f,Riley Park,,Vancouver,49.25496,-123.11061,Apartment,Entire home/apt,2,1,1,1,$79.00,30,90,2,0.19
28486232,New 2 BRs Suite just mins from Skytrain Station,215017494,Sunny,f,Marpole,1,1,f,Marpole,,Vancouver,49.21274,-123.1209,House,Entire home/apt,4,1,2,2,$119.00,1,1125,205,17.62
28486668,Guest Room-1 convenient to Downtown,211140738,Cora,f,,13,13,f,Riley Park,,Vancouver,49.25293,-123.09027,House,Private room,2,2,1,1,$85.00,1,1125,2,0.17
28489939,"Garden View Suite-Minutes to Beach, Downtown, UBC",142327785,Joe,t,Point Grey/University of British Columbia,7,7,t,West Point Grey,,Vancouver,49.26137,-123.19209,Guest suite,Entire home/apt,4,1,1,3,$139.00,1,29,41,3.63
28498818,Bright apartment in the heart of Commercial Drive,14294424,Kristin,f,Commercial Drive,1,1,t,Grandview-Woodland,,Vancouver,49.26796,-123.07093,Condominium,Entire home/apt,4,2,2,2,$150.00,5,9,0,
28498855,Private room with a view on the Vancouver skyline,4185719,Flo,t,Downtown Vancouver,4,4,t,Downtown,,Vancouver,49.27847,-123.10768,Apartment,Private room,2,1,1,1,$90.00,1,30,36,3.1
28513089,Charming and cozy home in central Vancouver,215209017,Maria,f,Mount Pleasant,1,1,f,Mount Pleasant,,Vancouver,49.25725,-123.07963,House,Entire home/apt,4,1,2,2,$124.00,3,90,12,1.02
28513700,Beautiful Townhouse Queensize bedroom in Kitsilano,42360415,Patrycja,t,Kitsilano,1,1,t,Kitsilano,,Vancouver,49.26738,-123.14861,House,Private room,1,1,1,1,$101.00,3,1125,8,0.68
